"series","date","journal_issue","url","value","notes","adjust_gold","adjust_currency","is_clean"
"aug_demand","1862-10-18","Jan 1863","http://books.google.com/books?id=H15JAAAAMAAJ&pg=PA70",29,,,,
"aug_demand","1862-10-25","Jan 1863","http://books.google.com/books?id=H15JAAAAMAAJ&pg=PA70",27,,,,
"aug_demand","1862-11-01","Jan 1863","http://books.google.com/books?id=H15JAAAAMAAJ&pg=PA70",26.5,,,,
"aug_demand","1862-11-08","Jan 1863","http://books.google.com/books?id=H15JAAAAMAAJ&pg=PA70",26,,,,
"aug_demand","1862-11-15","Jan 1863","http://books.google.com/books?id=H15JAAAAMAAJ&pg=PA70",26.5,,,,
"aug_demand","1862-11-23","Jan 1863","http://books.google.com/books?id=H15JAAAAMAAJ&pg=PA70",24.5,,,,
"aug_demand","1862-11-30","Jan 1863","http://books.google.com/books?id=H15JAAAAMAAJ&pg=PA70",24.5,,,,
"aug_demand","1862-12-06","Jan 1863","http://books.google.com/books?id=H15JAAAAMAAJ&pg=PA70",25,,,,
"aug_demand","1862-12-13","Jan 1863","http://books.google.com/books?id=H15JAAAAMAAJ&pg=PA70",26.5,,,,
"aug_demand","1862-12-20","Jan 1863","http://books.google.com/books?id=H15JAAAAMAAJ&pg=PA70",27.5,,,,
"aug_demand","1862-12-27","Jan 1863","http://books.google.com/books?id=H15JAAAAMAAJ&pg=PA70",29,,,,
"aug_demand","1863-01-03","Jan 1863","http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA27",29,,,,
"aug_demand","1863-01-10","Jan 1863","http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA27",35,,,,
"aug_demand","1863-01-17","Jan 1863","http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA27",43,,,,
"aug_demand","1863-01-24","Jan 1863","http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA27",44.75,,,,
"aug_demand","1863-01-31","Jan 1863","http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA27",53,,,,
"aug_demand","1863-02-07","Jan 1863","http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA27",53,,,,
"aug_demand","1863-02-14","Jan 1863","http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA27",51,,,,
"aug_demand","1863-02-21","Jan 1863","http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA27",62,,,,
"aug_demand","1863-02-28","Jan 1863","http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA27",71,,,,
"aug_demand","1863-03-07","Jan 1863","http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA27",53,,,,
"aug_demand","1863-03-14","Jan 1863","http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA27",53,,,,
"aug_demand","1863-03-21","Jan 1863","http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA27",,,,,
"aug_demand","1863-03-28","Jan 1863","http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA27",,,,,
"aug_demand","1863-04-04","Jan 1863","http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA27",,,,,
"aug_demand","1863-04-11","Jan 1863","http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA27",,,,,
"aug_demand","1863-04-18","Jan 1863","http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA27",,,,,
"aug_demand","1863-04-25","Jan 1863","http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA27",,,,,
"aug_demand","1863-05-02","Jan 1863","http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA27",,,,,
"aug_demand","1863-05-09","Jan 1863","http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA27",,,,,
"aug_demand","1863-05-16","Jan 1863","http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA27",,,,,
"aug_demand","1863-05-23","Jan 1863","http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA27",,,,,
"aug_demand","1863-05-30","Jan 1863","http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA27",,,,,
"aug_demand","1863-06-06","Jan 1863","http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA27",,,,,
"aug_demand","1863-06-13","Jan 1863","http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA27",,,,,
"aug_demand","1863-06-20","Jan 1863","http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA27",,,,,
"aug_demand","1863-06-27","Jan 1863","http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA27",,,,,
"aug_demand","1863-07-11","Jan 1863","http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA27",,,,,
"aug_demand","1863-07-18","Jan 1863","http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA27",,,,,
"aug_demand","1863-07-25","Jan 1863","http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA27",,,,,
"aug_demand","1863-08-01","Jan 1863","http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA27",,,,,
"aug_demand","1863-08-08","Jan 1863","http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA27",,,,,
"aug_demand","1863-08-15","Jan 1863","http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA27",,,,,
"aug_demand","1863-08-22","Jan 1863","http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA27",,,,,
"aug_demand","1863-08-29","Jan 1863","http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA27",,,,,
"aug_demand","1863-09-05","Jan 1863","http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA27",,,,,
"aug_demand","1863-09-12","Jan 1863","http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA27",,,,,
"aug_demand","1863-09-19","Jan 1863","http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA27",,,,,
"aug_demand","1863-09-26","Jan 1863","http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA27",,,,,
"aug_demand","1863-10-03","Jan 1863","http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA27",,,,,
"aug_demand","1863-10-10","Jan 1863","http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA27",,,,,
"aug_demand","1863-10-17","Jan 1863","http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA27",,,,,
"aug_demand","1863-10-24","Jan 1863","http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA27",,,,,
"aug_demand","1863-10-31","Jan 1863","http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA27",,,,,
"aug_demand","1863-11-07","Jan 1863","http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA28",,,,,
"aug_demand","1863-11-14","Jan 1863","http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA28",,,,,
"aug_demand","1863-11-21","Jan 1863","http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA28",,,,,
"aug_demand","1863-11-27","Jan 1863","http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA28",,,,,
"aug_demand","1863-12-05","Jan 1863","http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA28",,,,,
"aug_demand","1863-12-12","Jan 1863","http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA28",,,,,
"aug_demand","1863-12-19","Jan 1863","http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA28",,,,,
"aug_demand","1863-12-26","Jan 1863","http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA28",,,,,
"five_twenty_coup","1865-01-07","Jul 1865","http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA48",109,,,,
"five_twenty_coup","1865-01-14","Jul 1865","http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA48",110,,,,
"five_twenty_coup","1865-01-21","Jul 1865","http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA48",108.375,,,,
"five_twenty_coup","1865-01-28","Jul 1865","http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA48",108.875,,,,
"five_twenty_coup","1865-02-04","Jul 1865","http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA48",109.25,,,,
"five_twenty_coup","1865-02-11","Jul 1865","http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA48",109.875,,,,
"five_twenty_coup","1865-02-18","Jul 1865","http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA48",111.625,,,,
"five_twenty_coup","1865-02-25","Jul 1865","http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA48",111.125,,,,
"five_twenty_coup","1865-03-01","Jul 1865","http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA48",110.5,,,,
"five_twenty_coup","1865-03-08","Jul 1865","http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA48",110.625,,,,
"five_twenty_coup","1865-03-15","Jul 1865","http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA48",109.625,,,,
"five_twenty_coup","1865-03-22","Jul 1865","http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA48",105,,,,
"five_twenty_coup","1865-03-29","Jul 1865","http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA48",105,,,,
"five_twenty_coup","1865-04-05","Jul 1865","http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA48",107.5,,,,
"five_twenty_coup","1865-04-12","Jul 1865","http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA48",108.375,,,,
"five_twenty_coup","1865-04-26","Jul 1865","http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA48",108.5,,,,
"five_twenty_coup","1865-05-03","Jul 1865","http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA48",105.75,,,,
"five_twenty_coup","1865-05-10","Jul 1865","http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA48",105.375,,,,
"five_twenty_coup","1865-05-17","Jul 1865","http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA48",103.875,,,,
"five_twenty_coup","1865-05-24","Jul 1865","http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA48",103.625,,,,
"five_twenty_coup","1865-05-31","Jul 1865","http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA48",102.75,,,,
"five_twenty_coup","1865-06-07","Jul 1865","http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA48",103.75,,,,
"five_twenty_coup","1865-06-14","Jul 1865","http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA48",102.875,,,,
"five_twenty_coup","1865-06-21","Jul 1865","http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA48",103.5,,,,
"five_twenty_coup","1865-06-28","Jul 1865","http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA48",103.25,,,,
"five_twenty_coup","1865-07-05","Jul 1865","http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA48",105,,,,
"five_twenty_coup","1865-07-12","Jan 1866","http://books.google.com/books?id=3mhJAAAAMAAJ&pg=PA82",105.75,,,,
"five_twenty_coup","1865-07-19","Jan 1866","http://books.google.com/books?id=3mhJAAAAMAAJ&pg=PA82",105,,,,
"five_twenty_coup","1865-07-26","Jan 1866","http://books.google.com/books?id=3mhJAAAAMAAJ&pg=PA82",105.25,,,,
"five_twenty_coup","1865-08-05","Jan 1866","http://books.google.com/books?id=3mhJAAAAMAAJ&pg=PA82",105.125,,,,
"five_twenty_coup","1865-08-12","Jan 1866","http://books.google.com/books?id=3mhJAAAAMAAJ&pg=PA82",104.625,,,,
"five_twenty_coup","1865-08-19","Jan 1866","http://books.google.com/books?id=3mhJAAAAMAAJ&pg=PA82",104.875,,,,
"five_twenty_coup","1865-08-26","Jan 1866","http://books.google.com/books?id=3mhJAAAAMAAJ&pg=PA82",104.875,,,,
"five_twenty_coup","1865-09-02","Jan 1866","http://books.google.com/books?id=3mhJAAAAMAAJ&pg=PA82",104.875,,,,
"five_twenty_coup","1865-09-09","Jan 1866","http://books.google.com/books?id=3mhJAAAAMAAJ&pg=PA82",105.625,,,,
"five_twenty_coup","1865-09-16","Jan 1866","http://books.google.com/books?id=3mhJAAAAMAAJ&pg=PA82",105.5,,,,
"five_twenty_coup","1865-09-23","Jan 1866","http://books.google.com/books?id=3mhJAAAAMAAJ&pg=PA82",106.5,,,,
"five_twenty_coup","1865-09-30","Jan 1866","http://books.google.com/books?id=3mhJAAAAMAAJ&pg=PA82",107,,,,
"five_twenty_coup","1865-10-07","Jan 1866","http://books.google.com/books?id=3mhJAAAAMAAJ&pg=PA82",101,,,,
"five_twenty_coup","1865-10-14","Jan 1866","http://books.google.com/books?id=3mhJAAAAMAAJ&pg=PA82",102,,,,
"five_twenty_coup","1865-10-21","Jan 1866","http://books.google.com/books?id=3mhJAAAAMAAJ&pg=PA82",101.375,,,,
"five_twenty_coup","1865-10-28","Jan 1866","http://books.google.com/books?id=3mhJAAAAMAAJ&pg=PA82",101.25,,,,
"five_twenty_coup","1865-11-04","Jan 1866","http://books.google.com/books?id=3mhJAAAAMAAJ&pg=PA82",101.125,,,,
"five_twenty_coup","1865-11-11","Jan 1866","http://books.google.com/books?id=3mhJAAAAMAAJ&pg=PA82",100.125,,,,
"five_twenty_coup","1865-11-18","Jan 1866","http://books.google.com/books?id=3mhJAAAAMAAJ&pg=PA83",100.5,,,,
"five_twenty_coup","1865-11-25","Jan 1866","http://books.google.com/books?id=3mhJAAAAMAAJ&pg=PA83",101.5,,,,
"five_twenty_coup","1865-12-01","Jan 1866","http://books.google.com/books?id=3mhJAAAAMAAJ&pg=PA83",101.5,,,,
"five_twenty_coup","1865-12-08","Jan 1866","http://books.google.com/books?id=3mhJAAAAMAAJ&pg=PA83",102.5,,,,
"five_twenty_coup","1865-12-15","Jan 1866","http://books.google.com/books?id=3mhJAAAAMAAJ&pg=PA83",104,,,,
"five_twenty_coup","1865-12-22","Jan 1866","http://books.google.com/books?id=3mhJAAAAMAAJ&pg=PA83",103.25,,,,
"five_twenty_coup","1865-12-29","Jan 1866","http://books.google.com/books?id=3mhJAAAAMAAJ&pg=PA83",105,,,,
"five_twenty_reg","1865-01-07","Jul 1865","http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA48",100,,,,
"five_twenty_reg","1865-01-14","Jul 1865","http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA48",102,,,,
"five_twenty_reg","1865-01-21","Jul 1865","http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA48",99,,,,
"five_twenty_reg","1865-01-28","Jul 1865","http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA48",98.75,,,,
"five_twenty_reg","1865-02-04","Jul 1865","http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA48",99.5,,,,
"five_twenty_reg","1865-02-11","Jul 1865","http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA48",102,,,,
"five_twenty_reg","1865-02-18","Jul 1865","http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA48",103,,,,
"five_twenty_reg","1865-02-25","Jul 1865","http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA48",102,,,,
"five_twenty_reg","1865-03-01","Jul 1865","http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA48",105,,,,
"five_twenty_reg","1865-03-08","Jul 1865","http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA48",,,,,
"five_twenty_reg","1865-03-15","Jul 1865","http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA48",100,,,,
"five_twenty_reg","1865-03-22","Jul 1865","http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA48",,,,,
"five_twenty_reg","1865-03-29","Jul 1865","http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA48",,,,,
"five_twenty_reg","1865-04-05","Jul 1865","http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA48",104.75,,,,
"five_twenty_reg","1865-04-12","Jul 1865","http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA48",102.25,,,,
"five_twenty_reg","1865-04-26","Jul 1865","http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA48",102.25,,,,
"five_twenty_reg","1865-05-03","Jul 1865","http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA48",105,,,,
"five_twenty_reg","1865-05-10","Jul 1865","http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA48",105,,,,
"five_twenty_reg","1865-05-17","Jul 1865","http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA48",103,,,,
"five_twenty_reg","1865-05-24","Jul 1865","http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA48",103.375,,,,
"five_twenty_reg","1865-05-31","Jul 1865","http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA48",103,,,,
"five_twenty_reg","1865-06-07","Jul 1865","http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA48",103.25,,,,
"five_twenty_reg","1865-06-14","Jul 1865","http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA48",102.75,,,,
"five_twenty_reg","1865-06-21","Jul 1865","http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA48",103,,,,
"five_twenty_reg","1865-06-28","Jul 1865","http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA48",103.125,,,,
"five_twenty_reg","1865-07-05","Jul 1865","http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA48",104,,,,
"five_twenty_reg","1865-07-12","Jan 1866","http://books.google.com/books?id=3mhJAAAAMAAJ&pg=PA82",105,,,,
"five_twenty_reg","1865-07-19","Jan 1866","http://books.google.com/books?id=3mhJAAAAMAAJ&pg=PA82",104.75,,,,
"five_twenty_reg","1865-07-26","Jan 1866","http://books.google.com/books?id=3mhJAAAAMAAJ&pg=PA82",105,,,,
"five_twenty_reg","1865-08-05","Jan 1866","http://books.google.com/books?id=3mhJAAAAMAAJ&pg=PA82",104.875,,,,
"five_twenty_reg","1865-08-12","Jan 1866","http://books.google.com/books?id=3mhJAAAAMAAJ&pg=PA82",104.5,,,,
"five_twenty_reg","1865-08-19","Jan 1866","http://books.google.com/books?id=3mhJAAAAMAAJ&pg=PA82",104.375,,,,
"five_twenty_reg","1865-08-26","Jan 1866","http://books.google.com/books?id=3mhJAAAAMAAJ&pg=PA82",104.75,,,,
"five_twenty_reg","1865-09-02","Jan 1866","http://books.google.com/books?id=3mhJAAAAMAAJ&pg=PA82",104.75,,,,
"five_twenty_reg","1865-09-09","Jan 1866","http://books.google.com/books?id=3mhJAAAAMAAJ&pg=PA82",105.5,,,,
"five_twenty_reg","1865-09-16","Jan 1866","http://books.google.com/books?id=3mhJAAAAMAAJ&pg=PA82",105.625,,,,
"five_twenty_reg","1865-09-23","Jan 1866","http://books.google.com/books?id=3mhJAAAAMAAJ&pg=PA82",106.25,,,,
"five_twenty_reg","1865-09-30","Jan 1866","http://books.google.com/books?id=3mhJAAAAMAAJ&pg=PA82",106,,,,
"five_twenty_reg","1865-10-07","Jan 1866","http://books.google.com/books?id=3mhJAAAAMAAJ&pg=PA82",101.25,,,,
"five_twenty_reg","1865-10-14","Jan 1866","http://books.google.com/books?id=3mhJAAAAMAAJ&pg=PA82",102,,,,
"five_twenty_reg","1865-10-21","Jan 1866","http://books.google.com/books?id=3mhJAAAAMAAJ&pg=PA82",101.125,,,,
"five_twenty_reg","1865-10-28","Jan 1866","http://books.google.com/books?id=3mhJAAAAMAAJ&pg=PA82",101,,,,
"five_twenty_reg","1865-11-04","Jan 1866","http://books.google.com/books?id=3mhJAAAAMAAJ&pg=PA82",101.5,,,,
"five_twenty_reg","1865-11-11","Jan 1866","http://books.google.com/books?id=3mhJAAAAMAAJ&pg=PA82",100.5,,,,
"five_twenty_reg","1865-11-18","Jan 1866","http://books.google.com/books?id=3mhJAAAAMAAJ&pg=PA83",100.5,,,,
"five_twenty_reg","1865-11-25","Jan 1866","http://books.google.com/books?id=3mhJAAAAMAAJ&pg=PA83",100,,,,
"five_twenty_reg","1865-12-01","Jan 1866","http://books.google.com/books?id=3mhJAAAAMAAJ&pg=PA83",99.5,,,,
"five_twenty_reg","1865-12-08","Jan 1866","http://books.google.com/books?id=3mhJAAAAMAAJ&pg=PA83",99.5,,,,
"five_twenty_reg","1865-12-15","Jan 1866","http://books.google.com/books?id=3mhJAAAAMAAJ&pg=PA83",99.875,,,,
"five_twenty_reg","1865-12-22","Jan 1866","http://books.google.com/books?id=3mhJAAAAMAAJ&pg=PA83",100.5,,,,
"five_twenty_reg","1865-12-29","Jan 1866","http://books.google.com/books?id=3mhJAAAAMAAJ&pg=PA83",100.5,,,,
"fives_1874","1862-02-05","Jul 1862","http://books.google.com/books?id=u11JAAAAMAAJ&pg=PA34",78.5,,,,
"fives_1874","1862-02-19","Jul 1862","http://books.google.com/books?id=u11JAAAAMAAJ&pg=PA34",79,,,,
"fives_1874","1862-03-01","Jul 1862","http://books.google.com/books?id=u11JAAAAMAAJ&pg=PA34",85.5,,,,
"fives_1874","1862-03-13","Jul 1862","http://books.google.com/books?id=u11JAAAAMAAJ&pg=PA34",86,,,,
"fives_1874","1862-03-19","Jul 1862","http://books.google.com/books?id=u11JAAAAMAAJ&pg=PA34",88,,,,
"fives_1874","1862-03-26","Jul 1862","http://books.google.com/books?id=u11JAAAAMAAJ&pg=PA34",87.625,,,,
"fives_1874","1862-04-01","Jul 1862","http://books.google.com/books?id=u11JAAAAMAAJ&pg=PA34",87,,,,
"fives_1874","1862-04-07","Jul 1862","http://books.google.com/books?id=u11JAAAAMAAJ&pg=PA34",87,,,,
"fives_1874","1862-04-30","Jul 1862","http://books.google.com/books?id=u11JAAAAMAAJ&pg=PA34",89.75,,,,
"fives_1874","1862-05-10","Jul 1862","http://books.google.com/books?id=u11JAAAAMAAJ&pg=PA34",94,,,,
"fives_1874","1862-05-17","Jul 1862","http://books.google.com/books?id=u11JAAAAMAAJ&pg=PA34",96,,,,
"fives_1874","1862-05-23","Jul 1862","http://books.google.com/books?id=u11JAAAAMAAJ&pg=PA34",96,,,,
"fives_1874","1862-05-31","Jul 1862","http://books.google.com/books?id=u11JAAAAMAAJ&pg=PA34",96,,,,
"fives_1874","1862-06-07","Jul 1862","http://books.google.com/books?id=u11JAAAAMAAJ&pg=PA34",96,,,,
"fives_1874","1862-06-14","Jul 1862","http://books.google.com/books?id=u11JAAAAMAAJ&pg=PA34",97.75,,,,
"fives_1874","1862-06-26","Jul 1862","http://books.google.com/books?id=u11JAAAAMAAJ&pg=PA34",96.5,,,,
"fives_1874","1862-07-05","Jan 1863","http://books.google.com/books?id=H15JAAAAMAAJ&pg=PA69",95,,,,
"fives_1874","1862-07-12","Jan 1863","http://books.google.com/books?id=H15JAAAAMAAJ&pg=PA69",88,,,,
"fives_1874","1862-07-19","Jan 1863","http://books.google.com/books?id=H15JAAAAMAAJ&pg=PA69",85,,,,
"fives_1874","1862-07-27","Jan 1863","http://books.google.com/books?id=H15JAAAAMAAJ&pg=PA70",86.5,,,,
"fives_1874","1862-08-02","Jan 1863","http://books.google.com/books?id=H15JAAAAMAAJ&pg=PA70",85.5,,,,
"fives_1874","1862-08-09","Jan 1863","http://books.google.com/books?id=H15JAAAAMAAJ&pg=PA70",85.5,,,,
"fives_1874","1862-08-16","Jan 1863","http://books.google.com/books?id=H15JAAAAMAAJ&pg=PA70",90,,,,
"fives_1874","1862-08-23","Jan 1863","http://books.google.com/books?id=H15JAAAAMAAJ&pg=PA70",90,,,,
"fives_1874","1862-08-30","Jan 1863","http://books.google.com/books?id=H15JAAAAMAAJ&pg=PA70",90,,,,
"fives_1874","1862-09-06","Jan 1863","http://books.google.com/books?id=H15JAAAAMAAJ&pg=PA70",88.5,,,,
"fives_1874","1862-09-13","Jan 1863","http://books.google.com/books?id=H15JAAAAMAAJ&pg=PA70",88.5,,,,
"fives_1874","1862-09-20","Jan 1863","http://books.google.com/books?id=H15JAAAAMAAJ&pg=PA70",90,,,,
"fives_1874","1862-09-26","Jan 1863","http://books.google.com/books?id=H15JAAAAMAAJ&pg=PA70",90.25,,,,
"fives_1874","1862-10-04","Jan 1863","http://books.google.com/books?id=H15JAAAAMAAJ&pg=PA70",94,,,,
"fives_1874","1862-10-11","Jan 1863","http://books.google.com/books?id=H15JAAAAMAAJ&pg=PA70",92.5,,,,
"fives_1874","1862-10-18","Jan 1863","http://books.google.com/books?id=H15JAAAAMAAJ&pg=PA70",92.5,,,,
