date,volume,url
1857-11-27,12,http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA511
1857-12-26,12,http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA590
1858-01-25,12,http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA686
1858-02-25,12,http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA766
1858-03-24,12,http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA847
1858-04-25,12,http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA927
1858-06-26,13,http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA78
1858-07-26,13,http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA159
1858-08-26,13,http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA239
1858-09-24,13,http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA319
1858-10-26,13,http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA414
1858-11-24,13,http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA511
1858-12-28,13,http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA591
1859-01-26,13,http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA670
1859-02-24,13,http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA750
1859-03-26,13,http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA830
1859-04-23,13,http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA910
1859-05-28,13,http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA1007
1859-06-25,14,http://books.google.com/books?id=H1smAQAAIAAJ&lr&pg=PA77
1859-07-25,14,http://books.google.com/books?id=H1smAQAAIAAJ&lr&pg=PA157
1859-08-25,14,http://books.google.com/books?id=H1smAQAAIAAJ&lr&pg=PA246
1859-09-26,14,http://books.google.com/books?id=H1smAQAAIAAJ&lr&pg=PA326
1859-10-26,14,http://books.google.com/books?id=H1smAQAAIAAJ&lr&pg=PA413
1859-11-26,14,http://books.google.com/books?id=H1smAQAAIAAJ&lr&pg=PA494
1859-12-27,14,http://books.google.com/books?id=H1smAQAAIAAJ&lr&pg=PA574
1860-01-24,14,http://books.google.com/books?id=H1smAQAAIAAJ&lr&pg=PA670
1860-02-25,14,http://books.google.com/books?id=H1smAQAAIAAJ&lr&pg=PA749
1860-03-24,14,http://books.google.com/books?id=H1smAQAAIAAJ&lr&pg=PA829
1860-04-24,14,http://books.google.com/books?id=H1smAQAAIAAJ&lr&pg=PA917
1860-05-25,14,http://books.google.com/books?id=H1smAQAAIAAJ&lr&pg=PA971
1860-06-25,15,http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA77
1860-07-25,15,http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA165
1860-08-25,15,http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA253
1860-09-26,15,http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA333
1860-10-25,15,http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA413
1860-11-24,15,http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA499
1860-12-24,15,http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA588
1861-01-26,15,http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA669
1861-02-22,15,http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA756
1861-03-25,15,http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA838
1861-04-25,15,http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA918
1861-05-24,15,http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA946
1861-06-24,16,http://books.google.com/books?id=B10mAQAAIAAJ&pg=PA78
1861-07-24,16,http://books.google.com/books?id=B10mAQAAIAAJ&pg=PA158
1861-08-24,16,http://books.google.com/books?id=B10mAQAAIAAJ&pg=PA237
1861-09-24,16,http://books.google.com/books?id=B10mAQAAIAAJ&pg=PA317
1861-10-24,16,http://books.google.com/books?id=B10mAQAAIAAJ&pg=PA397
1861-11-25,16,http://books.google.com/books?id=B10mAQAAIAAJ&pg=PA477
1861-12-28,16,http://books.google.com/books?id=B10mAQAAIAAJ&pg=PA558
1862-01-24,16,http://books.google.com/books?id=B10mAQAAIAAJ&pg=PA653
1862-02-22,16,http://books.google.com/books?id=B10mAQAAIAAJ&pg=PA751
1862-03-24,16,http://books.google.com/books?id=B10mAQAAIAAJ&pg=PA830
1862-04-24,16,http://books.google.com/books?id=B10mAQAAIAAJ&pg=PA909
1862-05-25,16,http://books.google.com/books?id=B10mAQAAIAAJ&pg=PA973
1862-06-24,17,http://books.google.com/books?id=tF0mAQAAIAAJ&pg=PA90
1862-07-23,17,http://books.google.com/books?id=tF0mAQAAIAAJ&pg=PA166
1862-08-23,17,http://books.google.com/books?id=tF0mAQAAIAAJ&pg=PA238
1862-09-23,17,http://books.google.com/books?id=tF0mAQAAIAAJ&pg=PA317
1862-10-25,17,http://books.google.com/books?id=tF0mAQAAIAAJ&pg=PA405
1862-11-24,17,http://books.google.com/books?id=tF0mAQAAIAAJ&pg=PA477
1862-12-24,17,http://books.google.com/books?id=tF0mAQAAIAAJ&pg=PA573
1863-01-24,17,http://books.google.com/books?id=tF0mAQAAIAAJ&pg=PA654
1863-02-20,17,http://books.google.com/books?id=tF0mAQAAIAAJ&pg=PA733
1863-03-20,17,http://books.google.com/books?id=tF0mAQAAIAAJ&pg=PA827
1863-04-25,17,http://books.google.com/books?id=tF0mAQAAIAAJ&pg=PA916
1863-05-25,17,http://books.google.com/books?id=tF0mAQAAIAAJ&pg=PA1007
1863-06-20,18,http://books.google.com/books?id=D14mAQAAIAAJ&pg=PA86
1863-07-23,18,http://books.google.com/books?id=D14mAQAAIAAJ&pg=PA159
1863-08-20,18,http://books.google.com/books?id=D14mAQAAIAAJ&pg=PA246
1863-09-21,18,http://books.google.com/books?id=D14mAQAAIAAJ&pg=PA325
1863-10-24,18,http://books.google.com/books?id=D14mAQAAIAAJ&pg=PA406
1863-11-25,18,http://books.google.com/books?id=D14mAQAAIAAJ&pg=PA500
1863-12-22,18,http://books.google.com/books?id=D14mAQAAIAAJ&pg=PA597
1864-01-20,18,http://books.google.com/books?id=D14mAQAAIAAJ&pg=PA679
1864-02-20,18,http://books.google.com/books?id=D14mAQAAIAAJ&pg=PA757
1864-02-21,18,http://books.google.com/books?id=lGAmAQAAIAAJ&pg=PA766
1864-03-26,18,http://books.google.com/books?id=D14mAQAAIAAJ&pg=PA844
1864-04-20,18,http://books.google.com/books?id=D14mAQAAIAAJ&pg=PA925
1864-05-24,18,http://books.google.com/books?id=D14mAQAAIAAJ&pg=PA1005
1864-06-22,19,http://books.google.com/books?id=lGAmAQAAIAAJ&pg=PA77
1864-07-23,19,http://books.google.com/books?id=lGAmAQAAIAAJ&pg=PA157
1864-08-20,19,http://books.google.com/books?id=lGAmAQAAIAAJ&pg=PA237
1864-09-20,19,http://books.google.com/books?id=lGAmAQAAIAAJ&pg=PA317
1864-10-20,19,http://books.google.com/books?id=lGAmAQAAIAAJ&pg=PA413
1864-11-26,19,http://books.google.com/books?id=lGAmAQAAIAAJ&pg=PA510
1864-12-28,19,http://books.google.com/books?id=lGAmAQAAIAAJ&pg=PA589
1865-01-28,19,http://books.google.com/books?id=lGAmAQAAIAAJ&pg=PA670
1865-02-21,19,http://books.google.com/books?id=lGAmAQAAIAAJ&pg=PA766
1865-03-22,19,http://books.google.com/books?id=lGAmAQAAIAAJ&pg=PA862
1865-04-22,19,http://books.google.com/books?id=lGAmAQAAIAAJ&pg=PA940
1865-05-24,19,http://books.google.com/books?id=lGAmAQAAIAAJ&pg=PA1016
1865-06-28,20,http://books.google.com/books?id=1HY9AAAAYAAJ&pg=PA93
1865-07-25,20,http://books.google.com/books?id=1HY9AAAAYAAJ&pg=PA189
1865-08-26,20,http://books.google.com/books?id=1HY9AAAAYAAJ&pg=PA271
1865-09-23,20,http://books.google.com/books?id=1HY9AAAAYAAJ&pg=PA350
1865-10-28,20,http://books.google.com/books?id=1HY9AAAAYAAJ&pg=PA430
1865-11-25,20,http://books.google.com/books?id=1HY9AAAAYAAJ&pg=PA509
1865-12-23,20,http://books.google.com/books?id=1HY9AAAAYAAJ&pg=PA591
1866-01-25,20,http://books.google.com/books?id=1HY9AAAAYAAJ&pg=PA670
1866-02-23,20,http://books.google.com/books?id=1HY9AAAAYAAJ&pg=PA750
1866-03-24,20,http://books.google.com/books?id=1HY9AAAAYAAJ&pg=PA830
1866-04-24,20,http://books.google.com/books?id=1HY9AAAAYAAJ&pg=PA914
1866-05-28,20,http://books.google.com/books?id=1HY9AAAAYAAJ&pg=PA997
