"date","actual_maturity","yield_actual_low","yield_actual_high","yield_actual_mean","implied_maturity_low_5pct","implied_maturity_high_5pct","implied_maturity_mean_5pct","implied_maturity_low_4pct","implied_maturity_high_4pct","implied_maturity_mean_4pct","implied_maturity_low_6pct","implied_maturity_high_6pct","implied_maturity_mean_6pct"
1866-07-15,12.4739726027397,,,,,,,,,,,,
1866-07-16,12.4712328767123,0.0323758328838956,0.031777705880501,0.0320767693821983,1858-08-13,1858-06-20,1858-07-17,1856-08-20,1856-06-13,1856-07-17,1859-12-09,1859-10-24,1859-11-16
1866-07-17,12.4684931506849,0.0334468439321171,0.0319875960148427,0.0327172199734799,1858-07-27,1858-03-16,1858-05-22,1856-07-29,1856-02-14,1856-05-07,1859-11-24,1859-08-06,1859-09-30
1866-07-18,12.4657534246575,0.0327874607258298,0.0319946262557251,0.0323910434907775,1858-07-28,1858-05-17,1858-06-22,1856-07-30,1856-05-01,1856-06-15,1859-11-25,1859-09-26,1859-10-26
1866-07-19,12.4630136986301,0.0329276018138608,0.0325294603024214,0.032728531058141,1858-06-11,1858-05-06,1858-05-24,1856-06-01,1856-04-17,1856-05-09,1859-10-17,1859-09-17,1859-10-02
1866-07-20,12.4602739726027,0.0329348418318497,0.0324764470530396,0.0327056444424447,1858-06-17,1858-05-07,1858-05-28,1856-06-09,1856-04-18,1856-05-14,1859-10-23,1859-09-18,1859-10-05
1866-07-21,12.4575342465753,0.0329420850343639,0.0319439994169565,0.0324430422256601,1858-08-07,1858-05-08,1858-06-22,1856-08-10,1856-04-19,1856-06-15,1859-12-04,1859-09-19,1859-10-27
1866-07-22,12.4547945205479,,,,,,,,,,,,
1866-07-23,12.4520547945205,0.0332233450512371,0.0327631258501855,0.0329932354507114,1858-05-27,1858-04-15,1858-05-06,1856-05-13,1856-03-21,1856-04-17,1859-10-06,1859-09-01,1859-09-18
1866-07-24,12.4493150684932,0.0329033156445452,0.0325652541627893,0.0327342849036673,1858-06-16,1858-05-16,1858-06-01,1856-06-06,1856-04-29,1856-05-18,1859-10-22,1859-09-27,1859-10-09
1866-07-25,12.4465753424658,0.0326447603765125,0.0323077389397067,0.0324762496581097,1858-07-11,1858-06-10,1858-06-26,1856-07-07,1856-05-30,1856-06-18,1859-11-12,1859-10-18,1859-10-31
1866-07-26,12.4438356164384,0.0325795937727245,0.032314852048236,0.0324472229104803,1858-07-12,1858-06-18,1858-06-30,1856-07-08,1856-06-08,1856-06-23,1859-11-13,1859-10-24,1859-11-03
1866-07-27,12.441095890411,0.0327919856835704,0.0325265098430355,0.032659247763303,1858-06-24,1858-05-31,1858-06-12,1856-06-16,1856-05-17,1856-06-01,1859-10-30,1859-10-10,1859-10-20
1866-07-28,12.4383561643836,0.032799208587906,0.0325939460166773,0.0326965773022916,1858-06-20,1858-06-01,1858-06-11,1856-06-10,1856-05-18,1856-05-29,1859-10-26,1859-10-11,1859-10-18
1866-07-29,12.4356164383562,,,,,,,,,,,,
1866-07-30,12.4328767123288,0.031601250460781,0.0309840924626178,0.0312926714616993,1858-11-16,1858-09-21,1858-10-19,1856-12-13,1856-10-04,1856-11-08,1860-02-28,1860-01-12,1860-02-05
1866-07-31,12.4301369863014,0.0322182745884837,0.0317394062917099,0.0319788404400969,1858-09-10,1858-07-29,1858-08-20,1856-09-20,1856-07-28,1856-08-24,1860-01-03,1859-11-28,1859-12-16
1866-08-01,12.427397260274,0.0321533492960214,0.0318180680937245,0.031985708694873,1858-09-05,1858-08-06,1858-08-21,1856-09-13,1856-08-06,1856-08-25,1859-12-30,1859-12-05,1859-12-17
1866-08-02,12.4246575342466,0.0319566642712477,0.0314911205906391,0.0317238924309434,1858-10-06,1858-08-25,1858-09-15,1856-10-22,1856-08-30,1856-09-26,1860-01-25,1859-12-21,1860-01-08
1866-08-03,12.4219178082192,0.0316291298171645,0.0314266666964921,0.0315278982568282,1858-10-14,1858-09-25,1858-10-05,1856-10-31,1856-10-08,1856-10-20,1860-02-01,1860-01-16,1860-01-24
1866-08-04,12.4191780821918,0.0315645758382446,0.0309591101100563,0.0312618429741504,1858-11-27,1858-10-03,1858-10-30,1856-12-25,1856-10-17,1856-11-21,1860-03-09,1860-01-23,1860-02-15
1866-08-05,12.4164383561644,,,,,,,,,,,,
1866-08-06,12.413698630137,0.0315785085576612,0.0311030391612853,0.0313407738594732,1858-11-17,1858-10-05,1858-10-26,1856-12-12,1856-10-19,1856-11-15,1860-03-01,1860-01-25,1860-02-12
1866-08-07,12.4109589041096,0.0315854795308528,0.0312522829786165,0.0314188812547347,1858-11-05,1858-10-06,1858-10-21,1856-11-27,1856-10-20,1856-11-08,1860-02-20,1860-01-26,1860-02-07
1866-08-08,12.4082191780822,0.0321429784640206,0.0315924535824162,0.0318677160232184,1858-10-07,1858-08-18,1858-09-12,1856-10-21,1856-08-20,1856-09-20,1860-01-27,1859-12-16,1860-01-06
1866-08-09,12.4054794520548,0.0320780400505524,0.0318024925674664,0.0319402663090094,1858-09-19,1858-08-26,1858-09-07,1856-09-29,1856-08-29,1856-09-14,1860-01-12,1859-12-23,1860-01-02
1866-08-10,12.4027397260274,0.0319531957517209,0.0316780372412246,0.0318156164964727,1858-10-02,1858-09-07,1858-09-20,1856-10-15,1856-09-14,1856-09-30,1860-01-23,1860-01-03,1860-01-13
1866-08-11,12.4,0.0321642840175761,0.0318883687302551,0.0320263263739155,1858-09-15,1858-08-21,1858-09-02,1856-09-23,1856-08-23,1856-09-08,1860-01-09,1859-12-19,1859-12-30
1866-08-12,12.3972602739726,,,,,,,,,,,,
1866-08-13,12.3945205479452,0.0324434257301255,0.0322386366946846,0.0323410312124051,1858-08-18,1858-07-30,1858-08-08,1856-08-18,1856-07-26,1856-08-07,1859-12-17,1859-12-01,1859-12-09
1866-08-14,12.3917808219178,0.0329831851210536,0.032317999515355,0.0326505923182042,1858-08-12,1858-06-13,1858-07-13,1856-08-11,1856-05-28,1856-07-05,1859-12-12,1859-10-23,1859-11-17
1866-08-15,12.3890410958904,0.0339312556629877,0.0329904790584975,0.0334608673607425,1858-06-14,1858-03-21,1858-05-02,1856-05-29,1856-02-13,1856-04-06,1859-10-24,1859-08-14,1859-09-19
1866-08-16,12.386301369863,0.0338650421321581,0.0334730080953967,0.0336690251137774,1858-05-03,1858-03-28,1858-04-15,1856-04-06,1856-02-22,1856-03-15,1859-09-19,1859-08-21,1859-09-05
1866-08-17,12.3835616438356,0.0336762360033329,0.0328715115394747,0.0332738737714039,1858-06-28,1858-04-16,1858-05-23,1856-06-15,1856-03-16,1856-05-01,1859-11-05,1859-09-06,1859-10-06
1866-08-18,12.3808219178082,0.0332802342386123,0.0318658301273485,0.0325730321829805,1858-09-28,1858-05-24,1858-07-27,1856-10-08,1856-05-02,1856-07-21,1860-01-21,1859-10-07,1859-11-29
1866-08-19,12.3780821917808,,,,,,,,,,,,
1866-08-20,12.3753424657534,0.0318799394167562,0.031748167941338,0.0318140536790472,1858-10-12,1858-09-30,1858-10-06,1856-10-25,1856-10-10,1856-10-18,1860-02-02,1860-01-23,1860-01-28
1866-08-21,12.372602739726,0.031827062714134,0.0312063486359131,0.0315167056750235,1858-12-02,1858-10-07,1858-11-04,1856-12-27,1856-10-18,1856-11-22,1860-03-16,1860-01-29,1860-02-21
1866-08-22,12.3698630136986,0.0327138164334937,0.0313561111612697,0.0320349637973817,1858-11-20,1858-07-20,1858-09-20,1856-12-12,1856-07-12,1856-09-27,1860-03-06,1859-11-25,1860-01-15
1866-08-23,12.3671232876712,0.0333170975906711,0.0324428005218392,0.0328799490562552,1858-08-16,1858-05-29,1858-07-07,1856-08-13,1856-05-07,1856-06-25,1859-12-17,1859-10-12,1859-11-14
1866-08-24,12.3643835616438,0.0331902638270003,0.0317044587358216,0.032447361281411,1858-10-23,1858-06-11,1858-08-17,1856-11-06,1856-05-23,1856-08-15,1860-02-12,1859-10-23,1859-12-18
1866-08-25,12.3616438356164,0.0317114854332365,0.0311626355486169,0.0314370604909267,1858-12-12,1858-10-24,1858-11-18,1857-01-08,1856-11-07,1856-12-08,1860-03-25,1860-02-13,1860-03-04
1866-08-26,12.358904109589,,,,,,,,,,,,
1866-08-27,12.3561643835616,0.0321338076430395,0.0309032990057602,0.0315185533243999,1859-01-08,1858-09-19,1858-11-14,1857-02-10,1856-09-24,1856-12-03,1860-04-17,1860-01-15,1860-03-01
1866-08-28,12.3534246575342,0.0324787761267647,0.0319365017399618,0.0322076389333633,1858-10-08,1858-08-21,1858-09-14,1856-10-18,1856-08-18,1856-09-18,1860-01-31,1859-12-22,1860-01-11
1866-08-29,12.3506849315068,0.0322203561111138,0.0318115515951695,0.0320159538531417,1858-10-21,1858-09-15,1858-10-03,1856-11-03,1856-09-18,1856-10-11,1860-02-11,1860-01-12,1860-01-27
1866-08-30,12.3479452054795,0.0318186098493508,0.0314117687803712,0.031615189314861,1858-11-28,1858-10-22,1858-11-10,1856-12-20,1856-11-04,1856-11-27,1860-03-14,1860-02-12,1860-02-28
1866-08-31,12.3452054794521,0.0317537111129079,0.0313471401919159,0.0315504256524119,1858-12-05,1858-10-30,1858-11-17,1856-12-29,1856-11-13,1856-12-06,1860-03-20,1860-02-19,1860-03-05
1866-09-01,12.3424657534247,0.0312825461575547,0.0303816440204042,0.0308320950889795,1859-03-04,1858-12-13,1859-01-23,1857-04-19,1857-01-07,1857-02-27,1860-06-02,1860-03-27,1860-04-30
1866-09-02,12.3397260273973,,,,,,,,,,,,
1866-09-03,12.3369863013699,0.030536784274735,0.0299834111567864,0.0302600977157606,1859-04-12,1859-02-21,1859-03-18,1857-06-06,1857-04-05,1857-05-06,1860-07-05,1860-05-25,1860-06-14
1866-09-04,12.3342465753425,0.0311008679299587,0.0304726973844424,0.0307867826572005,1859-03-01,1859-01-03,1859-01-31,1857-04-14,1857-02-02,1857-03-09,1860-05-31,1860-04-14,1860-05-07
1866-09-05,12.3315068493151,0.0313103466873548,0.0307633824202722,0.0310368645538135,1859-02-04,1858-12-17,1859-01-11,1857-03-14,1857-01-11,1857-02-11,1860-05-11,1860-03-31,1860-04-20
1866-09-06,12.3287671232877,0.0308295061441293,0.0305571421309181,0.0306933241375236,1859-02-24,1859-01-31,1859-02-12,1857-04-08,1857-03-08,1857-03-24,1860-05-28,1860-05-07,1860-05-18
1866-09-07,12.3260273972603,0.0309075766448852,0.0304930170315092,0.0307002968381972,1859-03-04,1859-01-25,1859-02-13,1857-04-17,1857-03-01,1857-03-24,1860-06-03,1860-05-03,1860-05-18
1866-09-08,12.3232876712329,0.0313312295330778,0.0309857444455266,0.0311584869893022,1859-01-20,1858-12-20,1859-01-04,1857-02-22,1857-01-14,1857-02-03,1860-04-29,1860-04-03,1860-04-16
1866-09-09,12.3205479452055,,,,,,,,,,,,
1866-09-10,12.3178082191781,0.031142372646947,0.0308569345303785,0.0309996535886628,1859-02-04,1859-01-09,1859-01-22,1857-03-12,1857-02-08,1857-02-24,1860-05-11,1860-04-20,1860-05-01
1866-09-11,12.3150684931507,0.0308044458895762,0.0302368501503728,0.0305206480199745,1859-04-02,1859-02-10,1859-03-08,1857-05-23,1857-03-20,1857-04-21,1860-06-28,1860-05-17,1860-06-07
1866-09-12,12.3123287671233,0.0308706670335073,0.0304560094152027,0.0306633382243549,1859-03-15,1859-02-06,1859-02-24,1857-04-30,1857-03-14,1857-04-06,1860-06-13,1860-05-13,1860-05-29
1866-09-13,12.3095890410959,0.030818158084497,0.0305337377308613,0.0306759479076791,1859-03-10,1859-02-12,1859-02-25,1857-04-23,1857-03-22,1857-04-07,1860-06-09,1860-05-19,1860-05-29
1866-09-14,12.3068493150685,0.0304695695262513,0.0301156684204226,0.0302926189733369,1859-04-18,1859-03-17,1859-04-02,1857-06-11,1857-05-02,1857-05-22,1860-07-12,1860-06-15,1860-06-29
1866-09-15,12.3041095890411,0.0301223742027473,0.0297816529094523,0.0299520135560998,1859-05-20,1859-04-19,1859-05-04,1857-07-20,1857-06-12,1857-07-01,1860-08-07,1860-07-13,1860-07-26
1866-09-16,12.3013698630137,,,,,,,,,,,,
1866-09-17,12.2986301369863,0.0304899323483896,0.0300063297606446,0.0302481310545171,1859-05-03,1859-03-20,1859-04-11,1857-06-28,1857-05-05,1857-06-01,1860-07-25,1860-06-18,1860-07-06
1866-09-18,12.2958904109589,0.0302840110129068,0.029942469480399,0.0301132402466529,1859-05-10,1859-04-09,1859-04-25,1857-07-07,1857-05-30,1857-06-18,1860-07-31,1860-07-05,1860-07-18
1866-09-19,12.2931506849315,0.0305035226904214,0.0302199629750135,0.0303617428327174,1859-04-17,1859-03-22,1859-04-04,1857-06-08,1857-05-07,1857-05-23,1860-07-12,1860-06-20,1860-07-01
1866-09-20,12.2904109589041,0.0302975125782269,0.029814846905116,0.0300561797416715,1859-05-25,1859-04-11,1859-05-03,1857-07-25,1857-06-01,1857-06-28,1860-08-12,1860-07-07,1860-07-25
1866-09-21,12.2876712328767,0.0296807351632416,0.0293882659857854,0.0295345005745135,1859-07-03,1859-06-07,1859-06-20,1857-09-12,1857-08-11,1857-08-27,1860-09-15,1860-08-24,1860-09-04
1866-09-22,12.2849315068493,0.0296170502224199,0.0292547760486419,0.0294359131355309,1859-07-17,1859-06-14,1859-07-01,1857-09-29,1857-08-19,1857-09-09,1860-09-26,1860-08-30,1860-09-13
1866-09-23,12.2821917808219,,,,,,,,,,,,
1866-09-24,12.2794520547945,0.0299119737081755,0.0294079368465523,0.0296599552773639,1859-07-06,1859-05-22,1859-06-14,1857-09-15,1857-07-21,1857-08-18,1860-09-18,1860-08-11,1860-08-30
1866-09-25,12.2767123287671,0.030059900534598,0.0298481149779849,0.0299540077562916,1859-05-30,1859-05-11,1859-05-20,1857-07-30,1857-07-06,1857-07-18,1860-08-17,1860-08-02,1860-08-09
1866-09-26,12.2739726027397,0.030480090884891,0.0298547775036497,0.0301674341942704,1859-05-31,1859-04-04,1859-05-02,1857-07-31,1857-05-22,1857-06-26,1860-08-18,1860-07-03,1860-07-26
1866-09-27,12.2712328767123,0.0304158485592545,0.0301440724355903,0.0302799604974223,1859-05-06,1859-04-12,1859-04-24,1857-06-30,1857-05-31,1857-06-15,1860-07-29,1860-07-09,1860-07-19
1866-09-28,12.2684931506849,0.030564829457776,0.0302098219170474,0.0303873256874117,1859-05-02,1859-03-31,1859-04-16,1857-06-25,1857-05-16,1857-06-05,1860-07-26,1860-06-29,1860-07-13
1866-09-29,12.2657534246575,0.0311310874505201,0.0306428598670449,0.0308869736587824,1859-03-26,1859-02-10,1859-03-04,1857-05-09,1857-03-15,1857-04-11,1860-06-25,1860-05-20,1860-06-07
1866-09-30,12.2630136986301,,,,,,,,,,,,
1866-10-01,12.2602739726027,0.0314922615507897,0.0306565549999463,0.031074408275368,1859-03-28,1859-01-12,1859-02-18,1857-05-11,1857-02-06,1857-03-25,1860-06-27,1860-04-26,1860-05-27
1866-10-02,12.2575342465753,0.0325381201304312,0.0317036023089485,0.0321208612196899,1858-12-26,1858-10-12,1858-11-18,1857-01-15,1856-10-14,1856-11-30,1860-04-11,1860-02-09,1860-03-11
1866-10-03,12.2547945205479,0.0321330237462618,0.0315063425977607,0.0318196831720112,1859-01-14,1858-11-19,1858-12-17,1857-02-08,1856-11-30,1857-01-04,1860-04-28,1860-03-12,1860-04-04
1866-10-04,12.2520547945205,0.0324797328597722,0.0320676374309088,0.0322736851453405,1858-11-26,1858-10-21,1858-11-08,1856-12-09,1856-10-24,1856-11-16,1860-03-18,1860-02-17,1860-03-03
1866-10-05,12.2493150684931,0.0329623778321388,0.0323534147099174,0.0326578962710281,1858-11-02,1858-09-09,1858-10-06,1856-11-09,1856-09-02,1856-10-06,1860-02-28,1860-01-13,1860-02-05
1866-10-06,12.2465753424658,0.032969751965882,0.0324942651787251,0.0327320085723036,1858-10-23,1858-09-10,1858-10-01,1856-10-26,1856-09-03,1856-09-30,1860-02-19,1860-01-14,1860-02-01
1866-10-07,12.2438356164384,,,,,,,,,,,,
1866-10-08,12.241095890411,0.0329845101359652,0.0323751381307163,0.0326798241333408,1858-11-05,1858-09-12,1858-10-09,1856-11-12,1856-09-05,1856-10-09,1860-03-02,1860-01-16,1860-02-08
1866-10-09,12.2383561643836,0.0327841507847733,0.0321761842885671,0.0324801675366701,1858-11-25,1858-10-02,1858-10-29,1856-12-06,1856-09-29,1856-11-02,1860-03-18,1860-02-02,1860-02-24
1866-10-10,12.2356164383562,0.0338852372591331,0.032596406059908,0.0332408216595206,1858-10-20,1858-06-27,1858-08-23,1856-10-22,1856-05-31,1856-08-11,1860-02-17,1859-11-13,1859-12-31
1866-10-11,12.2328767123288,0.0351020670363685,0.0335470684549278,0.0343245677456482,1858-07-29,1858-03-12,1858-05-20,1856-07-10,1856-01-18,1856-04-14,1859-12-10,1859-08-16,1859-10-13
1866-10-12,12.2301369863014,0.0350345938804417,0.0334191187953686,0.0342268563379051,1858-08-11,1858-03-20,1858-05-31,1856-07-26,1856-01-28,1856-04-27,1859-12-21,1859-08-23,1859-10-22
1866-10-13,12.227397260274,0.0355082331098793,0.0344421031343038,0.0349751681220915,1858-05-13,1858-02-07,1858-03-27,1856-04-05,1855-12-08,1856-02-05,1859-10-08,1859-07-20,1859-08-29
1866-10-14,12.2246575342466,,,,,,,,,,,,
1866-10-15,12.2219178082192,0.034995384829691,0.0330362679416034,0.0340158263856472,1858-09-19,1858-03-28,1858-06-24,1856-09-12,1856-02-07,1856-05-26,1860-01-23,1859-08-31,1859-11-11
1866-10-16,12.2191780821918,0.0332522749754476,0.0315259667254169,0.0323891208504322,1859-02-02,1858-09-01,1858-11-17,1857-03-01,1856-08-21,1856-11-25,1860-05-16,1860-01-09,1860-03-13
1866-10-17,12.2164383561644,0.0325744259584887,0.0318102526867539,0.0321923393226213,1859-01-10,1858-11-03,1858-12-07,1857-01-30,1856-11-06,1856-12-19,1860-04-26,1860-03-01,1860-03-29
1866-10-18,12.213698630137,0.0325817329181025,0.0320956084061828,0.0323386706621426,1858-12-17,1858-11-04,1858-11-25,1856-12-31,1856-11-07,1856-12-04,1860-04-07,1860-03-02,1860-03-20
1866-10-19,12.2109589041096,0.0327232650677032,0.0315471868062283,0.0321352259369658,1859-02-05,1858-10-24,1858-12-15,1857-03-04,1856-10-24,1856-12-29,1860-05-19,1860-02-22,1860-04-05
1866-10-20,12.2082191780822,0.0315542665160142,0.0309305374085761,0.0312424019622952,1859-04-03,1859-02-06,1859-03-06,1857-05-14,1857-03-05,1857-04-09,1860-07-05,1860-05-20,1860-06-12
1866-10-21,12.2054794520548,,,,,,,,,,,,
1866-10-22,12.2027397260274,0.0315082276894668,0.0307295254404851,0.0311188765649759,1859-04-24,1859-02-14,1859-03-20,1857-06-09,1857-03-14,1857-04-26,1860-07-23,1860-05-27,1860-06-24
1866-10-23,12.2,0.0318531140198149,0.0306649016762433,0.0312590078480291,1859-05-01,1859-01-16,1859-03-10,1857-06-18,1857-02-05,1857-04-13,1860-07-30,1860-05-02,1860-06-16
1866-10-24,12.1972602739726,0.0322845946129895,0.0315826171597843,0.0319336058863868,1859-02-10,1858-12-10,1859-01-10,1857-03-09,1856-12-21,1857-01-29,1860-05-24,1860-04-02,1860-04-28
1866-10-25,12.1945205479452,0.0321460845371294,0.0311689008421887,0.031657492689659,1859-03-21,1858-12-24,1859-02-05,1857-04-26,1857-01-07,1857-03-03,1860-06-25,1860-04-14,1860-05-20
1866-10-26,12.1917808219178,0.0322261740653986,0.0315968115944628,0.0319114928299307,1859-02-12,1858-12-18,1859-01-15,1857-03-11,1856-12-31,1857-02-04,1860-05-26,1860-04-09,1860-05-03
1866-10-27,12.1890410958904,0.0314713660194816,0.0308357122105551,0.0311535391150184,1859-04-23,1859-02-25,1859-03-25,1857-06-06,1857-03-27,1857-05-01,1860-07-23,1860-06-06,1860-06-29
1866-10-28,12.186301369863,,,,,,,,,,,,
1866-10-29,12.1835616438356,0.0314855199956541,0.0309213266447339,0.0312034233201939,1859-04-18,1859-02-27,1859-03-24,1857-05-31,1857-03-29,1857-04-29,1860-07-20,1860-06-08,1860-06-29
1866-10-30,12.1808219178082,0.0314203445154333,0.0310719949221933,0.0312461697188133,1859-04-07,1859-03-07,1859-03-22,1857-05-16,1857-04-07,1857-04-26,1860-07-10,1860-06-14,1860-06-27
1866-10-31,12.1780821917808,0.0314274132093625,0.0310070809207234,0.0312172470650429,1859-04-14,1859-03-08,1859-03-26,1857-05-25,1857-04-08,1857-05-01,1860-07-16,1860-06-15,1860-07-01
1866-11-01,12.1753424657534,0.0320631203424606,0.0312179967706079,0.0316405585565344,1859-03-28,1859-01-12,1859-02-18,1857-05-03,1857-01-29,1857-03-17,1860-07-02,1860-05-01,1860-06-01
1866-11-02,12.172602739726,0.0319248068265216,0.0315138661761589,0.0317193365013403,1859-03-03,1859-01-26,1859-02-13,1857-04-02,1857-02-15,1857-03-10,1860-06-12,1860-05-12,1860-05-28
1866-11-03,12.1698630136986,0.0324913905612639,0.0319319938609265,0.0322116922110952,1859-01-27,1858-12-08,1859-01-02,1857-02-16,1856-12-16,1857-01-16,1860-05-13,1860-04-02,1860-04-23
1866-11-04,12.1671232876712,,,,,,,,,,,,
1866-11-05,12.1643835616438,0.0325793056684776,0.032019159591991,0.0322992326302344,1859-01-22,1858-12-03,1858-12-28,1857-02-10,1856-12-10,1857-01-10,1860-05-10,1860-03-30,1860-04-19
1866-11-06,12.1616438356164,0.0324401185729867,0.0320263727390043,0.0322332456559955,1859-01-23,1858-12-17,1859-01-05,1857-02-11,1856-12-27,1857-01-19,1860-05-11,1860-04-10,1860-04-26
1866-11-07,12.158904109589,0.032240248371961,0.0316218220209295,0.0319310351964452,1859-03-02,1859-01-06,1859-02-02,1857-03-30,1857-01-20,1857-02-24,1860-06-12,1860-04-27,1860-05-20
1866-11-08,12.1561643835616,0.0314840774657688,0.0311350212810618,0.0313095493734154,1859-04-16,1859-03-16,1859-03-31,1857-05-25,1857-04-16,1857-05-05,1860-07-19,1860-06-23,1860-07-06
1866-11-09,12.1534246575342,0.0314911748682634,0.0311420399964092,0.0313166074323363,1859-04-17,1859-03-17,1859-04-01,1857-05-26,1857-04-17,1857-05-06,1860-07-20,1860-06-24,1860-07-07
1866-11-10,12.1506849315068,0.0312211914934938,0.0304431342590776,0.0308321628762856,1859-06-19,1859-04-11,1859-05-16,1857-08-13,1857-05-19,1857-07-01,1860-09-11,1860-07-16,1860-08-13
1866-11-11,12.1479452054795,,,,,,,,,,,,
1866-11-12,12.1452054794521,0.0304568690365461,0.0298748956258014,0.0301658823311738,1859-08-12,1859-06-21,1859-07-17,1857-10-19,1857-08-15,1857-09-16,1860-10-26,1860-09-13,1860-10-05
1866-11-13,12.1424657534247,0.0309539899875361,0.0302494282852082,0.0306017091363721,1859-07-11,1859-05-10,1859-06-10,1857-09-09,1857-06-23,1857-08-01,1860-09-30,1860-08-09,1860-09-04
1866-11-14,12.1397260273973,0.0307453364244868,0.030327646812916,0.0305364916187013,1859-07-06,1859-05-30,1859-06-17,1857-09-02,1857-07-18,1857-08-10,1860-09-26,1860-08-26,1860-09-10
1866-11-15,12.1369863013699,0.0306805059652203,0.029753131590575,0.0302168187778976,1859-08-27,1859-06-06,1859-07-17,1857-11-06,1857-07-27,1857-09-16,1860-11-09,1860-09-01,1860-10-05
1866-11-16,12.1342465753425,0.0298308324943051,0.0291120041502256,0.0294714183222653,1859-10-25,1859-08-22,1859-09-23,1858-01-18,1857-10-30,1857-12-09,1860-12-28,1860-11-04,1860-12-01
1866-11-17,12.1315068493151,0.0291890216303191,0.0283244043011429,0.028756712965731,1860-01-04,1859-10-20,1859-11-27,1858-04-17,1858-01-11,1858-02-28,1861-02-25,1860-12-23,1861-01-24
1866-11-18,12.1287671232877,,,,,,,,,,,,
1866-11-19,12.1260273972603,0.0287685732730644,0.0277462870401585,0.0282574301566114,1860-02-27,1859-11-29,1860-01-13,1858-06-23,1858-03-02,1858-04-28,1861-04-12,1861-01-26,1861-03-05
1866-11-20,12.1232876712329,0.0287049534661786,0.0282738517855267,0.0284894026258526,1860-01-13,1859-12-06,1859-12-25,1858-04-28,1858-03-11,1858-04-04,1861-03-05,1861-02-02,1861-02-17
1866-11-21,12.1205479452055,0.0283500140699504,0.0273900431605225,0.0278700286152365,1860-04-02,1860-01-08,1860-02-20,1858-08-05,1858-04-21,1858-06-13,1861-05-11,1861-03-01,1861-04-06
1866-11-22,12.1178082191781,0.027097737626152,0.0262767182036851,0.0266872279149186,1860-07-11,1860-04-29,1860-06-05,1858-12-08,1858-09-08,1858-10-24,1861-08-02,1861-06-03,1861-07-03
1866-11-23,12.1150684931507,0.0274829991683213,0.0266580322495915,0.0270705157089564,1860-06-09,1860-03-28,1860-05-03,1858-10-28,1858-07-29,1858-09-13,1861-07-07,1861-05-07,1861-06-06
1866-11-24,12.1123287671233,0.0274892156349959,0.0268124393696038,0.0271508275022999,1860-05-28,1860-03-29,1860-04-28,1858-10-13,1858-07-30,1858-09-06,1861-06-27,1861-05-08,1861-06-02
1866-11-25,12.1095890410959,,,,,,,,,,,,
1866-11-26,12.1068493150685,0.0286036743274882,0.0269732861138572,0.0277884802206727,1860-05-17,1859-12-25,1860-03-06,1858-09-29,1858-04-02,1858-07-01,1861-06-18,1861-02-18,1861-04-19
1866-11-27,12.1041095890411,0.0301308504316747,0.02823721389258,0.0291840321621273,1860-01-27,1859-08-13,1859-11-05,1858-05-14,1857-10-17,1858-01-29,1861-03-18,1860-10-30,1861-01-08
1866-11-28,12.1013698630137,0.0296985319905162,0.0282436067415482,0.0289710693660322,1860-01-28,1859-09-22,1859-11-25,1858-05-15,1857-12-05,1858-02-23,1861-03-19,1860-12-02,1861-01-25
1866-11-29,12.0986301369863,,,,,,,,,,,,
1866-11-30,12.0958904109589,0.0287699703483217,0.0281866154957696,0.0284782929220456,1860-02-06,1859-12-16,1860-01-11,1858-05-24,1858-03-21,1858-04-22,1861-03-26,1861-02-12,1861-03-05
1866-12-01,12.0931506849315,0.0287764882392026,0.0281930012265117,0.0284847447328571,1860-02-07,1859-12-17,1860-01-12,1858-05-25,1858-03-22,1858-04-23,1861-03-27,1861-02-13,1861-03-06
1866-12-02,12.0904109589041,,,,,,,,,,,,
1866-12-03,12.0876712328767,0.0288598606769227,0.0281360071865532,0.028497933931738,1860-02-15,1859-12-13,1860-01-14,1858-06-04,1858-03-16,1858-04-25,1861-04-04,1861-02-09,1861-03-08
1866-12-04,12.0849315068493,0.0287257756561199,0.0280610384406756,0.0283934070483977,1860-02-23,1859-12-26,1860-01-25,1858-06-14,1858-04-02,1858-05-08,1861-04-11,1861-02-21,1861-03-17
1866-12-05,12.0821917808219,0.0282185731097104,0.0270283336365385,0.0276234533731244,1860-05-26,1860-02-11,1860-04-03,1858-10-08,1858-05-29,1858-08-03,1861-06-27,1861-03-31,1861-05-14
1866-12-06,12.0794520547945,0.0277027406400236,0.0271148323256715,0.0274087864828476,1860-05-20,1860-03-29,1860-04-24,1858-09-30,1858-07-27,1858-08-28,1861-06-22,1861-05-10,1861-05-31
1866-12-07,12.0767123287671,0.027270480471421,0.0268227971577403,0.0270466388145806,1860-06-16,1860-05-07,1860-05-27,1858-11-03,1858-09-14,1858-10-09,1861-07-15,1861-06-12,1861-06-28
1866-12-08,12.0739726027397,0.0269778763631946,0.0263038200687866,0.0266408482159906,1860-08-02,1860-06-04,1860-07-03,1858-12-31,1858-10-18,1858-11-24,1861-08-23,1861-07-05,1861-07-30
1866-12-09,12.0712328767123,,,,,,,,,,,,
1866-12-10,12.0684931506849,0.0265323317633211,0.0260884052875053,0.0263103685254133,1860-08-24,1860-07-16,1860-08-05,1859-01-28,1858-12-10,1859-01-03,1861-09-11,1861-08-10,1861-08-26
