"date","volume","url","description","issuer","interest","price_string","price_currency_low","price_currency_high","in_table","comment","asset","gold_rate","price_gold_low","price_gold_high","price_gold","price_currency","current_yield"
1862-05-25,16,"http://books.google.com/books?id=B10mAQAAIAAJ&pg=PA973","Illinois Canal 1860","Illinois",,"95",95,95,1,"","illinois_canal",1.03750931981413,91.5654425321393,91.5654425321393,91.5654425321393,95,
1863-04-25,17,"http://books.google.com/books?id=tF0mAQAAIAAJ&pg=PA916","Illinois Canal 1860","Illinois",,"100",100,100,1,"","illinois_canal",1.52990306486795,65.3636183208977,65.3636183208977,65.3636183208977,100,
1864-04-20,18,"http://books.google.com/books?id=D14mAQAAIAAJ&pg=PA925","Illinois Canal 1860","Illinois",,"100",100,100,1,"","illinois_canal",1.67252238320532,59.7899322628819,59.7899322628819,59.7899322628819,100,
1865-11-25,20,"http://books.google.com/books?id=1HY9AAAAYAAJ&pg=PA509","Illinois Canal Reg","Illinois",,"97 @ 97",97,97,1,"","illinois_canal",1.47004825704893,65.984228432558,65.984228432558,65.984228432558,97,
1862-05-25,16,"http://books.google.com/books?id=B10mAQAAIAAJ&pg=PA973","Illinois Canal, registered, 1860","Illinois",,"95 @ 95.5",95,95.5,1,"","illinois_canal",1.03750931981413,91.5654425321393,92.0473659138874,91.8060879997773,95.2496719154455,
1865-11-25,20,"http://books.google.com/books?id=1HY9AAAAYAAJ&pg=PA509","Illinois Coupon 6's 1870","Illinois",,"99 @ 99",99,99,0,"","illinois_6",1.47004825704893,67.3447279878685,67.3447279878685,67.3447279878685,99,
1865-11-25,20,"http://books.google.com/books?id=1HY9AAAAYAAJ&pg=PA509","Illinois Coupon 6's 1877","Illinois",,"99 @ 100",99,100,0,"","illinois_6",1.47004825704893,67.3447279878685,68.0249777655237,67.6839982861532,99.498743710662,
1865-11-25,20,"http://books.google.com/books?id=1HY9AAAAYAAJ&pg=PA509","Illinois Coupon 6's 1879","Illinois",,"99 @ 100",99,100,0,"","illinois_6",1.47004825704893,67.3447279878685,68.0249777655237,67.6839982861532,99.498743710662,
1863-04-25,17,"http://books.google.com/books?id=tF0mAQAAIAAJ&pg=PA916","Illinois Coupon 6's, 1860","Illinois",,"101",101,101,1,"","illinois_6",1.52990306486795,66.0172545041067,66.0172545041067,66.0172545041067,101,
1862-05-25,16,"http://books.google.com/books?id=B10mAQAAIAAJ&pg=PA973","Illinois Coupon, 1862","Illinois",,"96",96,96,1,"","illinois_6",1.03750931981413,92.5292892956355,92.5292892956355,92.5292892956355,96,
1863-04-25,17,"http://books.google.com/books?id=tF0mAQAAIAAJ&pg=PA916","Illinois Coupon, 1862","Illinois",,"101 @ 103",101,103,1,"","illinois_6",1.52990306486795,66.0172545041067,67.3245268705246,66.6676865113826,101.99509792142,
1862-05-25,16,"http://books.google.com/books?id=B10mAQAAIAAJ&pg=PA973","Illinois Coupon, 1865","Illinois",,"96.5",96.5,96.5,1,"","illinois_6",1.03750931981413,93.0112126773836,93.0112126773836,93.0112126773836,96.5,
1863-04-25,17,"http://books.google.com/books?id=tF0mAQAAIAAJ&pg=PA916","Illinois Coupon, 1865","Illinois",,"101",101,101,1,"","illinois_6",1.52990306486795,66.0172545041067,66.0172545041067,66.0172545041067,101,
1862-05-25,16,"http://books.google.com/books?id=B10mAQAAIAAJ&pg=PA973","Illinois Coupon, 1870","Illinois",,"97.25",97.25,97.25,1,"","illinois_6",1.03750931981413,93.7340977500057,93.7340977500057,93.7340977500058,97.25,
1863-04-25,17,"http://books.google.com/books?id=tF0mAQAAIAAJ&pg=PA916","Illinois Coupon, 1870","Illinois",,"107 @ 107.25",107,107.25,1,"","illinois_6",1.52990306486795,69.9390716033605,70.1024806491628,70.0207284573289,107.124927071154,
1864-04-20,18,"http://books.google.com/books?id=D14mAQAAIAAJ&pg=PA925","Illinois Coupon, 1870","Illinois",,"101 @ 103",101,103,1,"","illinois_6",1.67252238320532,60.3878315855107,61.5836302307684,60.9827999586769,101.99509792142,
1863-04-25,17,"http://books.google.com/books?id=tF0mAQAAIAAJ&pg=PA916","Illinois Coupon, 1874","Illinois",,"109 @ 110",109,110,1,"","illinois_6",1.52990306486795,71.2463439697785,71.8999801529875,71.572415897467,109.498858441538,
1862-05-25,16,"http://books.google.com/books?id=B10mAQAAIAAJ&pg=PA973","Illinois Coupon, 1875","Illinois",,"97.25 @ 98",97.25,98,1,"","illinois_6",1.03750931981413,93.7340977500057,94.4569828226279,94.094846091945,97.6242797668695,
1862-10-25,17,"http://books.google.com/books?id=tF0mAQAAIAAJ&pg=PA407","Illinois Coupon, 1877","Illinois",,"105 @ 106",105,106,0,"","illinois_6",1.30626525533134,80.381836362452,81.147377661142,80.7636999672502,105.498815159223,
1864-04-20,18,"http://books.google.com/books?id=D14mAQAAIAAJ&pg=PA925","Illinois Coupon, 1877","Illinois",,"103.5",103.5,103.5,1,"","illinois_6",1.67252238320532,61.8825798920828,61.8825798920828,61.8825798920828,103.5,
1862-05-25,16,"http://books.google.com/books?id=B10mAQAAIAAJ&pg=PA973","Illinois Coupon, 1879","Illinois",,"97 @ 97.75",97,97.75,1,"","illinois_6",1.03750931981413,93.4931360591317,94.2160211317538,93.8538826187873,97.3742779177334,
1864-04-20,18,"http://books.google.com/books?id=D14mAQAAIAAJ&pg=PA925","Illinois Coupon, 1879","Illinois",,"104",104,104,1,"","illinois_6",1.67252238320532,62.1815295533972,62.1815295533972,62.1815295533971,104,
1857-11-27,12,"http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA511","Illinois Internal Improvement 6 per cent","Illinois",6,"80 @ 83",80,83,0,"","illinois_internal",1,80,83,81.4861951498534,81.4861951498534,0.0736321040510724
1865-04-22,19,"http://books.google.com/books?id=lGAmAQAAIAAJ&pg=PA940","Illinois six per cents","Illinois",6,"95 @ 96",95,96,0,"","illinois_6",1.49690032204461,63.4644796323109,64.1325267863352,63.797628796061,95.4986910905066,0.0940473825317227
1863-10-24,18,"http://books.google.com/books?id=D14mAQAAIAAJ&pg=PA406","Illinois sixes","Illinois",6,"98 @ 102",98,102,0,"","illinois_6",1.46875277415245,66.7232782294155,69.4466773408203,68.0713594275889,99.9799979995999,0.0881427967717101
1863-10-24,18,"http://books.google.com/books?id=D14mAQAAIAAJ&pg=PA406","Illinois sixes","Illinois",6,"98 @ 102",98,102,0,"","illinois_6",1.46875277415245,66.7232782294155,69.4466773408203,68.0713594275889,99.9799979995999,0.0881427967717101
1864-12-28,19,"http://books.google.com/books?id=lGAmAQAAIAAJ&pg=PA589","Illinois sixes","Illinois",6,"99 @ 102",99,102,0,"","illinois_6",2.20104536797518,44.9786276286861,46.3416163447069,45.6550359246382,100.488805346665,0.131420332466808
1865-07-25,20,"http://books.google.com/books?id=1HY9AAAAYAAJ&pg=PA189","Illinois sixes","Illinois",6,"95 @ 97",95,97,0,"","illinois_6",1.43369653029585,66.2622793544713,67.6572747093023,66.9561441329323,95.994791525374,0.0896108949775814
1864-08-20,19,"http://books.google.com/books?id=lGAmAQAAIAAJ&pg=PA237","Illinois war fund bonds at 6 per cent","Illinois",6,"97 @ 98",97,98,0,"","illinois_war",2.56805553252006,37.7717688623395,38.1611685413327,37.9659694681961,97.4987179402889,0.158036264687674
1865-11-25,20,"http://books.google.com/books?id=1HY9AAAAYAAJ&pg=PA509","Illinois War Loan","Illinois",6,"99 @ 99",99,99,0,"","illinois_war",1.47004825704893,67.3447279878685,67.3447279878685,67.3447279878685,99,0.0890938337605409
1862-05-25,16,"http://books.google.com/books?id=B10mAQAAIAAJ&pg=PA973","Illinois War Loan 6 pct","Illinois",6,"96.25 @ 96.75",96.25,96.75,1,"","illinois_war",1.03750931981413,92.7702509865096,93.2521743682576,93.0109005503173,96.4996761652598,0.0645085679689135
1862-09-23,17,"http://books.google.com/books?id=tF0mAQAAIAAJ&pg=PA317","Illinois War Loan 6 pct","Illinois",6,"98 @ 100",98,100,0,"","illinois_war",1.18246311980403,82.8778490920222,84.5692337673696,83.7192701473204,98.9949493661167,0.0716680877585511
1863-04-25,17,"http://books.google.com/books?id=tF0mAQAAIAAJ&pg=PA916","Illinois War Loan 6 pct","Illinois",6,"102.125 @ 103",102.125,103,1,"","illinois_war",1.52990306486795,66.7525952102168,67.3245268705246,67.037951116569,102.561566875706,0.0895015420379853
1863-06-20,18,"http://books.google.com/books?id=D14mAQAAIAAJ&pg=PA86","Illinois War Loan 6 pct","Illinois",6,"102.5 @ 108",102.5,108,0,"","illinois_war",1.43492610130578,71.43225,75.2652,73.3236836410992,105.214067500501,0.0818289494206057
1863-11-25,18,"http://books.google.com/books?id=D14mAQAAIAAJ&pg=PA500","Illinois War Loan 6 pct","Illinois",6,"102 @ 103",102,103,0,"","illinois_war",1.48876045697976,68.5133726663634,69.1850723983866,68.8484033814874,102.49878048055,0.0871479904443701
1864-04-20,18,"http://books.google.com/books?id=D14mAQAAIAAJ&pg=PA925","Illinois War Loan 6 pct","Illinois",6,"101 @ 102",101,102,1,"","illinois_war",1.67252238320532,60.3878315855107,60.9857309081395,60.686044913143,101.498768465435,0.0988695178370499
1863-11-25,18,"http://books.google.com/books?id=D14mAQAAIAAJ&pg=PA500","Indiana","Indiana",,"98 @ 99",98,99,0,"","",1.48876045697976,65.8265737382708,66.4982734702939,66.1615711879638,98.498730956292,
1864-09-20,19,"http://books.google.com/books?id=lGAmAQAAIAAJ&pg=PA317","Indiana","Indiana",,"99 @ 100",99,100,0,"","",2.24878483200653,44.023776126089,44.4684607334232,44.2455597772251,99.498743710662,
1865-05-24,19,"http://books.google.com/books?id=lGAmAQAAIAAJ&pg=PA1016","Indiana","Indiana",,"94 @ 100",94,100,0,"","",1.33686186275953,70.3139214443342,74.8020440897172,72.523272485458,96.9535971483266,
1865-11-25,20,"http://books.google.com/books?id=1HY9AAAAYAAJ&pg=PA509","Indiana","Indiana",,"97 @ 98",97,98,0,"","",1.47004825704893,65.984228432558,66.6644782102132,66.3234812005522,97.4987179402889,
1865-12-23,20,"http://books.google.com/books?id=1HY9AAAAYAAJ&pg=PA591","Indiana","Indiana",,"96.5 @ 98",96.5,98,0,"","",1.45751348199971,66.20865,67.2378,66.7212407481306,97.2471079261486,
1858-02-25,12,"http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA766","Indiana 2.5 per cent","Indiana",2.5,"56 @ 60",56,60,0,"","indiana_2_half",1,56,60,57.9655069847578,57.9655069847578,0.0431290974588971
1858-07-26,13,"http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA159","Indiana 2.5 per cent","Indiana",2.5,"57 @ 58",57,58,0,"","indiana_2_half",1,57,58,57.4978260458602,57.4978260458602,0.0434799047533728
1859-06-25,14,"http://books.google.com/books?id=H1smAQAAIAAJ&lr&pg=PA77","Indiana 2.5 per cent","Indiana",2.5,"58 @ 60",58,60,1,"","indiana_2_half",1,58,60,58.9915248150105,58.9915248150105,0.0423789689763007
1863-04-25,17,"http://books.google.com/books?id=tF0mAQAAIAAJ&pg=PA916","Indiana 2.5 per cent","Indiana",2.5,"68 @ 68",68,68,1,"","indiana_2_half",1.52990306486795,44.4472604582104,44.4472604582104,44.4472604582104,68,0.0562464362083804
1863-08-20,18,"http://books.google.com/books?id=D14mAQAAIAAJ&pg=PA246","Indiana 5 per cent","Indiana",5,"93 @ 95",93,95,0,"","indiana_5",1.24875124875125,74.4744,76.076,75.2709403050075,93.9946807005588,0.0664266977367276
1864-03-26,18,"http://books.google.com/books?id=D14mAQAAIAAJ&pg=PA846","Indiana 5 per cent","Indiana",5,"86 @ 90",86,90,0,"","indiana_5",1.69620946706644,50.7012852302582,53.0594845432934,51.866984296371,87.9772697916911,0.0964004379246286
